####### ELECTION INFO ########
Election Name,State
Sample Prez Primary,MI

####### CONTESTS ########
Contest Name,Targeted?,Number of Winners,Votes Allowed,Total Ballots Cast,Tabulated Votes
POTUS (DEM),Targeted,1,1,2271110,Bennet: 1532; Biden: 838564; Bloomberg: 73175; Booker: 871; Buttigieg: 22374; Castro: 315; Delaney: 466; Gabbard: 9461; Klobuchar: 10969; Sanders: 576916; Sestak: 785; Steyer: 1732; Uncommitted: 19040; Warren: 26051; Williamson: 728; Yang: 2381
POTUS (Rep),Opportunistic,1,1,2271110,Sanford: 4258; Trump: 640522; Uncommitted: 28485; Walsh: 4067; Weld: 6099

####### AUDIT SETTINGS ########
Audit Name,Risk Limit,Random Seed,Online Data Entry?
ThursdayTest,10%,12345123451234512345,Yes

####### AUDIT BOARDS ########
Jurisdiction Name,Audit Board Name,Member 1 Name,Member 1 Affiliation,Member 2 Name,Member 2 Affiliation
Kalamazoo County,Audit Board #1,Snoopy Dog,Independent,Charlie Brown,
Keweenaw County,Audit Board #1,Mickey Mouse,Democrat,Minney Mouse,Republican

####### ROUNDS ########
Round Number,Contest Name,Targeted?,Sample Size,Risk Limit Met?,P-Value,Start Time,End Time,Audited Votes
1,POTUS (DEM),Targeted,663,No,,2020-05-14T22:25:10.487166,,Bennet: 0; Biden: 0; Bloomberg: 0; Booker: 0; Buttigieg: 0; Castro: 0; Delaney: 0; Gabbard: 0; Klobuchar: 0; Sanders: 0; Sestak: 0; Steyer: 0; Uncommitted: 0; Warren: 0; Williamson: 0; Yang: 0
1,POTUS (Rep),Opportunistic,663,No,,2020-05-14T22:25:10.487166,,Sanford: 0; Trump: 0; Uncommitted: 0; Walsh: 0; Weld: 0

####### SAMPLED BALLOTS ########
Jurisdiction Name,Batch Name,Ballot Position,Ticket Numbers,Audited?,Audit Result: POTUS (DEM),Audit Result: POTUS (Rep)
Keweenaw County,"City of Lansing, Ward 1, Precinct 3",119,Round 1: 0.007000303,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 1, Precinct 3",130,Round 1: 0.008124940,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 1, Precinct 3",149,Round 1: 0.007215040,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 1, Precinct 3",156,Round 1: 0.001265673,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 1, Precinct 3",197,Round 1: 0.008812651,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 1, Precinct 3",207,Round 1: 0.008287986,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 1, Precinct 4",11,"Round 1: 0.008049295, 0.009217576",NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 1, Precinct 4",20,Round 1: 0.008555379,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 1, Precinct 4",54,Round 1: 0.004288090,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 1, Precinct 4",55,Round 1: 0.002004040,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 1, Precinct 4",171,Round 1: 0.009595475,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 1, Precinct 5 & 45",94,Round 1: 0.005635975,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 1, Precinct 5 & 45",126,Round 1: 0.004585456,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 1, Precinct 5 & 45",161,Round 1: 0.007776679,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 1, Precinct 5 & 45",362,Round 1: 0.010002387,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 1, Precinct 6 & 7",178,Round 1: 0.008008113,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 1, Precinct 6 & 7",223,Round 1: 0.009039399,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 1, Precinct 6 & 7",279,Round 1: 0.011069844,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 1, Precinct 8",49,Round 1: 0.009551755,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 1, Precinct 9",61,Round 1: 0.008345943,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 1, Precinct 9",98,Round 1: 0.000242419,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 2, Precinct 12",67,Round 1: 0.012117169,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 2, Precinct 12",80,Round 1: 0.000381364,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 2, Precinct 12",90,Round 1: 0.010492529,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 2, Precinct 14 & 18",40,Round 1: 0.001695884,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 2, Precinct 15",58,Round 1: 0.008474178,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 2, Precinct 15",94,Round 1: 0.010390926,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 2, Precinct 16",18,Round 1: 0.004908741,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 2, Precinct 17",47,Round 1: 0.011069989,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 2, Precinct 19 & 20",48,Round 1: 0.006308828,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 2, Precinct 19 & 20",68,Round 1: 0.005800952,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 3, Precinct 22 & 26",1,Round 1: 0.007429597,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 3, Precinct 22 & 26",15,Round 1: 0.002856356,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 3, Precinct 22 & 26",19,Round 1: 0.008093660,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 3, Precinct 22 & 26",29,Round 1: 0.005910799,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 3, Precinct 22 & 26",74,Round 1: 0.011271653,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 3, Precinct 23",18,Round 1: 0.001016174,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 3, Precinct 23",22,Round 1: 0.001759884,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 3, Precinct 23",42,Round 1: 0.000164815,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 3, Precinct 23",79,Round 1: 0.011742876,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 3, Precinct 24 & 25",69,Round 1: 0.001608176,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 3, Precinct 28 & 31",106,Round 1: 0.008111423,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 3, Precinct 28 & 31",158,Round 1: 0.002227824,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 3, Precinct 29 & 30",10,Round 1: 0.011263201,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 3, Precinct 29 & 30",187,Round 1: 0.007067460,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 4, Precinct 33",3,Round 1: 0.000564325,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 4, Precinct 35",42,Round 1: 0.011860184,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 4, Precinct 36 & 37",18,Round 1: 0.000483347,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 4, Precinct 36 & 37",26,Round 1: 0.000785363,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 4, Precinct 36 & 37",102,Round 1: 0.000741559,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 4, Precinct 36 & 37",140,Round 1: 0.002263581,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 4, Precinct 36 & 37",155,Round 1: 0.011876613,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 4, Precinct 36 & 37",224,Round 1: 0.005052976,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 4, Precinct 38 & 40",131,Round 1: 0.005491653,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 4, Precinct 38 & 40",133,Round 1: 0.002671557,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 4, Precinct 39",30,Round 1: 0.010900980,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 4, Precinct 39",98,Round 1: 0.001188569,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 4, Precinct 39",134,Round 1: 0.007749047,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 4, Precinct 41",98,Round 1: 0.004084932,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 4, Precinct 42",13,Round 1: 0.009368298,NOT_AUDITED,,
Keweenaw County,"City of Lansing, Ward 4, Precinct 42",20,Round 1: 0.003058942,NOT_AUDITED,,
